Crédito;Otros;Mercadolibre; Con tu Visa y MasterCard Scotiabank;https://www.scotiabank.com.uy/Tarjetas/Promociones/Especiales/Mercado-Libre;//scotiabankfiles.azureedge.net/scotiabank-uruguay/homebanking/img/MINIATURA-MERCADO-LIBRE.png
Débito;Otros;Tienda Deli; 15% y 25% con tus Tarjetas Club Card;https://www.scotiabank.com.uy/Tarjetas/Promociones/Restaurantes/Tienda-Deli;https://cdn.agilitycms.com/scotiabank-uruguay/img/tarjetas/SB-Tienda Deli-MIN.jpg
Crédito;Otros;Antel;Compá tu equipo en 12 cuotas, la últma va de regalo.;https://www.scotiabank.com.uy/Tarjetas/Promociones/Especiales/12-1;https://cdn.agilitycms.com/scotiabank-uruguay/SB-Antel Devices-MIN.jpg
Ambos;Otros;Barça Academy;Beneficios exclusivos para clientes Scotiabank;https://www.scotiabank.com.uy/Tarjetas/Promociones/Especiales/Barça-Academy;https://cdn.agilitycms.com/scotiabank-uruguay/SB-Escuelita Barcelona-MIN.jpg
Ambos;Otros;Sonrisas Scotiabank;Conocé los beneficios del Programa Sonrisas;https://www.scotiabank.com.uy/Tarjetas/Promociones/Especiales/VisaSonrisasTresCruces;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/miniatura_trescruces082018.png
Ambos;Otros;IVA OFF en Shoppings ;¡Shoppins con beneficios exclusivos pagando con Tarjetas de Débito y Crédito Scotiabank!;https://www.scotiabank.com.uy/Tarjetas/Promociones/Especiales/iva-off-shoppings;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/Miniatura_IVAJunio.jpg
Ambos;Otros;Gaviotas Scotiabank;Conocé los beneficios del Programa Gaviotas;https://www.scotiabank.com.uy/Tarjetas/Promociones/Especiales/GaviotasMontevideoShopping;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/miniatura_mdeoshopping.png
Ambos;Otros;Grupo Libros;15% y 25%  de ahorro todos los días;https://www.scotiabank.com.uy/Tarjetas/Promociones/Especiales/Grupo-Libros;https://cdn.agilitycms.com/scotiabank-uruguay/SB-Grupolibros-MIN.jpg
Ambos;Otros;Laika;15% y 25%  de ahorro todos los días;https://www.scotiabank.com.uy/Tarjetas/Promociones/Especiales/Laika;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/SB-miniaturalaika-70x105.jpg
Ambos;Otros;Tienda Inglesa;Descubrí los beneficios exclusivos;https://www.scotiabank.com.uy/Tarjetas/Promociones/Supermercados/tienda-inglesa;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/campanas/tiles/tienda_inglesa.jpg
Ambos;Vestimenta;Daniel Cassin - Piece of Cake - espacio b.a.;¡Al ataque! 15%  de ahorro con Tarjetas de Crédito y Débito Scotiabank.;https://www.scotiabank.com.uy/Tarjetas/Promociones/Vestimenta/daniel-cassin-piece-of-cake;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/campanas/tiles/cassin_1.jpg
Ambos;Vestimenta;Lolita;¡Ahorrá un 15% todos los días con Tarjetas de Crédito y Débito Scotiabank!;https://www.scotiabank.com.uy/Tarjetas/Promociones/Vestimenta/lolita;//scotiabankfiles.azureedge.net/scotiabank-uruguay/pdf/tarjetas/FotoPROMOLolita-invierno2016.jpg
Ambos;Vestimenta;Cuatroases;15% de ahorro todos los días con Tarjetas de Crédito y Débito Scotiabank.;https://www.scotiabank.com.uy/Tarjetas/Promociones/Vestimenta/cuatroases;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/miniatura_cuatroases.png
Ambos;Vestimenta;La Dolfina;15% de ahorro todos los días con Tarjetas de Crédito y Débito Scotiabank. ;https://www.scotiabank.com.uy/Tarjetas/Promociones/Vestimenta/ladolfina;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/miniatura_ladolfina.png
Ambos;Vestimenta;Aura;15% y 25% de ahorro todos los días;https://www.scotiabank.com.uy/Tarjetas/Promociones/Vestimenta/Aura;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/SB-AURA-MIN.jpg
Ambos;Vestimenta;Symphorine;¡15% de ahorro todos los días con Tarjetas de Crédito y Débito Scotiabank!;https://www.scotiabank.com.uy/Tarjetas/Promociones/Vestimenta/symphorine;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/miniatura_symphorine.png
Ambos;Vestimenta;Allie;15% de ahorro;https://www.scotiabank.com.uy/Tarjetas/Promociones/Vestimenta/Allie;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/SB-minitaura-Allie-70x105.jpg
Ambos;Vestimenta;República;15%  y 25% de ahorro todos los días;https://www.scotiabank.com.uy/Tarjetas/Promociones/Vestimenta/Republica;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/SB-Republica-Min.png
Ambos;Vestimenta;Si te visto;15% y 25%  de ahorro todos los días;https://www.scotiabank.com.uy/Tarjetas/Promociones/Vestimenta/Sitevisto;//scotiabankfiles.azureedge.net/scotiabank-uruguay/img/tarjetas/SB-Si te visto-MIN.jpg
Ambos;Vestimenta;Premium Outlet;¡Ahorrá 15% y 25%  con Tarjetas Scotiabank!;https://www.scotiabank.com.uy/Tarjetas/Promociones/Vestimenta/Premium-Outlet;https://cdn.agilitycms.com/scotiabank-uruguay/img/tarjetas/SB-PO-MIN.png
